timestamp,open,high,low,close,volume,isEmaUptrend,isEmaDowntrend,isSmaUptrend,isSmaDowntrend,prediction,signal,barsHeld,isEarlySignalFlip,isLastSignalBuy,isLastSignalSell,isNewBuySignal,isNewSellSignal,startLongTrade,startShortTrade,endLongTrade,endShortTrade
2025-07-25 10:00:00,116033.44,116487.5,115990.09,116308.48,927.16868,True,True,True,True,0,0,1,False,False,False,False,False,,,,
2025-07-25 11:00:00,116308.48,116782.13,116308.48,116543.58,1141.32627,True,True,True,True,0,0,2,False,False,False,False,False,,,,
2025-07-25 12:00:00,116543.59,116656.99,115963.97,116105.96,1288.03796,True,True,True,True,0,0,3,False,False,False,False,False,,,,
2025-07-25 13:00:00,116105.96,116600.0,115564.75,116216.27,1802.0313,True,True,True,True,0,0,4,False,False,False,False,False,,,,
2025-07-25 14:00:00,116216.27,116286.87,114908.0,114960.01,2025.1148,True,True,True,True,0,0,5,False,False,False,False,False,,,,
2025-07-25 15:00:00,114960.01,115846.39,114916.48,115727.08,1246.60929,True,True,True,True,0,0,6,False,False,False,False,False,,,,
2025-07-25 16:00:00,115727.07,116214.88,115455.46,116185.32,941.06562,True,True,True,True,0,0,7,False,False,False,False,False,,,,
2025-07-25 17:00:00,116185.31,116345.74,115871.8,116042.5,679.50606,True,True,True,True,0,0,8,False,False,False,False,False,,,,
2025-07-25 18:00:00,116042.51,116568.73,116042.5,116491.53,629.2576,True,True,True,True,0,0,9,False,False,False,False,False,,,,
2025-07-25 19:00:00,116491.53,116997.21,116405.7,116688.6,839.57954,True,True,True,True,0,0,10,False,False,False,False,False,,,,
2025-07-25 20:00:00,116688.6,117306.0,116578.02,117040.01,737.6538,True,True,True,True,0,0,11,False,False,False,False,False,,,,
2025-07-25 21:00:00,117040.01,117377.59,116956.0,117214.23,418.42958,True,True,True,True,0,0,12,False,False,False,False,False,,,,
2025-07-25 22:00:00,117214.23,117343.89,117102.3,117279.97,248.88589,True,True,True,True,0,0,13,False,False,False,False,False,,,,
2025-07-25 23:00:00,117279.97,117630.0,117186.83,117614.31,371.50937,True,True,True,True,0,0,14,False,False,False,False,False,,,,
2025-07-26 00:00:00,117614.31,117614.32,117330.24,117496.0,388.41101,True,True,True,True,0,0,15,False,False,False,False,False,,,,
2025-07-26 01:00:00,117496.0,117550.9,117138.38,117153.73,266.66811,True,True,True,True,0,0,16,False,False,False,False,False,,,,
2025-07-26 02:00:00,117153.74,117750.0,117153.73,117469.0,391.82574,True,True,True,True,0,0,17,False,False,False,False,False,,,,
2025-07-26 03:00:00,117469.01,117603.0,117462.64,117489.62,175.33791,True,True,True,True,0,0,18,False,False,False,False,False,,,,
2025-07-26 04:00:00,117489.61,117547.92,117396.95,117496.81,182.72574,True,True,True,True,0,0,19,False,False,False,False,False,,,,
2025-07-26 05:00:00,117496.8,117541.19,117419.83,117444.99,155.81148,True,True,True,True,0,0,20,False,False,False,False,False,,,,
2025-07-26 06:00:00,117444.99,117458.0,117320.0,117350.71,213.86521,True,True,True,True,0,0,21,False,False,False,False,False,,,,
2025-07-26 07:00:00,117350.71,117382.76,117304.46,117304.47,454.07762,True,True,True,True,0,0,22,False,False,False,False,False,,,,
2025-07-26 08:00:00,117304.47,117615.12,117304.46,117557.14,259.96197,True,True,True,True,0,0,23,False,False,False,False,False,,,,
2025-07-26 09:00:00,117557.14,117617.65,117458.0,117570.6,190.39173,True,True,True,True,0,0,24,False,False,False,False,False,,,,
2025-07-26 10:00:00,117570.6,118217.45,117545.1,117971.93,749.16688,True,True,True,True,0,0,25,False,False,False,False,False,,,,
2025-07-26 11:00:00,117971.94,118072.41,117776.1,117776.11,349.789,True,True,True,True,0,0,26,False,False,False,False,False,,,,
2025-07-26 12:00:00,117776.1,117990.0,117772.13,117914.17,171.77445,True,True,True,True,0,0,27,False,False,False,False,False,,,,
2025-07-26 13:00:00,117914.16,118220.0,117855.15,118125.24,341.83674,True,True,True,True,0,0,28,False,False,False,False,False,,,,
2025-07-26 14:00:00,118125.24,118210.85,117956.0,118064.99,355.21897,True,True,True,True,0,0,29,False,False,False,False,False,,,,
2025-07-26 15:00:00,118064.99,118142.87,117818.2,118130.1,434.76718,True,True,True,True,0,0,30,False,False,False,False,False,,,,
2025-07-26 16:00:00,118130.1,118188.97,118011.0,118081.18,351.27128,True,True,True,True,0,0,31,False,False,False,False,False,,,,
2025-07-26 17:00:00,118081.19,118090.0,117990.0,118039.98,139.66952,True,True,True,True,1,0,32,False,False,False,False,False,,,,
2025-07-26 18:00:00,118039.99,118099.99,117941.96,118095.15,195.55155,True,True,True,True,2,0,33,False,False,False,False,False,,,,
2025-07-26 19:00:00,118095.16,118297.35,118040.0,118232.11,364.90102,True,True,True,True,3,0,34,False,False,False,False,False,,,,
2025-07-26 20:00:00,118232.11,118232.12,117883.86,117956.32,249.16255,True,True,True,True,4,0,35,False,False,False,False,False,,,,
2025-07-26 21:00:00,117956.32,118068.0,117888.2,118028.56,149.87446,True,True,True,True,5,0,36,False,False,False,False,False,,,,
2025-07-26 22:00:00,118028.56,118276.66,117978.0,118007.02,289.29406,True,True,True,True,6,0,37,False,False,False,False,False,,,,
2025-07-26 23:00:00,118007.03,118048.19,117890.0,117919.99,170.31788,True,True,True,True,7,0,38,False,False,False,False,False,,,,
2025-07-27 00:00:00,117919.99,117961.89,117825.5,117952.0,131.17257,True,True,True,True,6,0,39,False,False,False,False,False,,,,
2025-07-27 01:00:00,117951.99,118190.0,117920.0,118102.0,291.9617,True,True,True,True,6,0,40,False,False,False,False,False,,,,
2025-07-27 02:00:00,118102.0,118358.18,118021.85,118309.99,398.69577,True,True,True,True,6,0,41,False,False,False,False,False,,,,
2025-07-27 03:00:00,118309.99,118309.99,118080.92,118182.83,185.67692,True,True,True,True,6,0,42,False,False,False,False,False,,,,
2025-07-27 04:00:00,118182.83,118272.43,118149.19,118215.1,180.57499,True,True,True,True,6,0,43,False,False,False,False,False,,,,
2025-07-27 05:00:00,118215.09,118300.0,118160.84,118274.73,261.59962,True,True,True,True,8,0,44,False,False,False,False,False,,,,
2025-07-27 06:00:00,118274.73,118438.83,118197.71,118263.4,218.37982,True,True,True,True,8,0,45,False,False,False,False,False,,,,
2025-07-27 07:00:00,118263.4,118263.4,118066.74,118095.95,147.6577,True,True,True,True,8,0,46,False,False,False,False,False,,,,
2025-07-27 08:00:00,118095.95,118129.75,117950.47,117950.47,201.29673,True,True,True,True,8,0,47,False,False,False,False,False,,,,
2025-07-27 09:00:00,117950.47,117999.91,117859.98,117943.92,195.86439,True,True,True,True,4,0,48,False,False,False,False,False,,,,
2025-07-27 10:00:00,117943.92,118292.86,117943.92,118184.92,257.644,True,True,True,True,4,0,49,False,False,False,False,False,,,,
2025-07-27 11:00:00,118184.92,118255.32,118050.0,118072.71,181.16448,True,True,True,True,4,0,50,False,False,False,False,False,,,,
2025-07-27 12:00:00,118072.71,118111.34,117890.0,118097.39,298.94425,True,True,True,True,2,0,51,False,False,False,False,False,,,,
2025-07-27 13:00:00,118097.39,118217.6,118085.87,118201.99,217.84311,True,True,True,True,4,0,52,False,False,False,False,False,,,,
2025-07-27 14:00:00,118201.99,118499.0,118149.96,118422.16,467.70923,True,True,True,True,4,0,53,False,False,False,False,False,,,,
2025-07-27 15:00:00,118422.16,118588.0,118236.84,118585.74,601.55506,True,True,True,True,4,0,54,False,False,False,False,False,,,,
2025-07-27 16:00:00,118585.75,119540.01,118585.75,119090.45,2270.02899,True,True,True,True,2,0,55,False,False,False,False,False,,,,
2025-07-27 17:00:00,119090.46,119334.88,118855.58,119196.69,652.20986,True,True,True,True,6,0,56,False,False,False,False,False,,,,
2025-07-27 18:00:00,119196.68,119372.87,118942.9,119021.33,339.99317,True,True,True,True,6,0,57,False,False,False,False,False,,,,
2025-07-27 19:00:00,119021.33,119073.91,118895.09,118960.0,156.14032,True,True,True,True,8,0,58,False,False,False,False,False,,,,
2025-07-27 20:00:00,118960.01,119169.97,118713.74,118754.13,284.59066,True,True,True,True,8,0,59,False,False,False,False,False,,,,
2025-07-27 21:00:00,118754.13,119270.15,118724.0,119265.76,238.52881,True,True,True,True,6,0,60,False,False,False,False,False,,,,
2025-07-27 22:00:00,119265.75,119766.65,119228.56,119495.17,773.18425,True,True,True,True,6,0,61,False,False,False,False,False,,,,
2025-07-27 23:00:00,119495.16,119528.47,119119.53,119415.55,375.89279,True,True,True,True,6,0,62,False,False,False,False,False,,,,
2025-07-28 00:00:00,119415.56,119690.32,119126.09,119236.72,466.02933,True,True,True,True,8,0,63,False,False,False,False,False,,,,
2025-07-28 01:00:00,119236.72,119480.0,118960.5,119037.77,475.77219,True,True,True,True,8,0,64,False,False,False,False,False,,,,
2025-07-28 02:00:00,119037.77,119800.0,119021.11,119434.14,578.13763,True,True,True,True,6,0,65,False,False,False,False,False,,,,
2025-07-28 03:00:00,119434.14,119521.03,119234.37,119287.99,304.59253,True,True,True,True,6,0,66,False,False,False,False,False,,,,
2025-07-28 04:00:00,119287.99,119423.58,119128.46,119218.05,341.10705,True,True,True,True,0,0,67,False,False,False,False,False,,,,
2025-07-28 05:00:00,119218.06,119701.07,119138.24,119526.13,787.5627,True,True,True,True,0,0,68,False,False,False,False,False,,,,
2025-07-28 06:00:00,119526.13,119600.0,119440.0,119448.02,349.57844,True,True,True,True,0,0,69,False,False,False,False,False,,,,
2025-07-28 07:00:00,119448.03,119448.03,118774.31,118900.0,881.81401,True,True,True,True,-6,0,70,False,False,False,False,False,,,,
2025-07-28 08:00:00,118900.01,119102.69,118777.98,119072.45,558.77409,True,True,True,True,-4,0,71,False,False,False,False,False,,,,
